addrcode,date,rainfall_sum,rainfall_avg
800403,2016-11-01,303.03,303.03
800403,2016-12-01,948.07,948.07
800403,2017-01-01,1124.94,1124.94
800403,2017-02-01,88.27,88.27
800403,2017-03-01,96.62,96.62
800403,2017-04-01,202.46,202.46
800403,2017-05-01,180.34,180.34
800403,2017-06-01,156.27,156.27
800403,2017-07-01,115.24,115.24
800403,2017-08-01,251.78,251.78
800403,2017-09-01,239.69,239.69
800403,2017-10-01,152.64,152.64
800403,2017-11-01,887.98,887.98
800403,2017-12-01,430.22,430.22
800403,2018-01-01,321.77,321.77
800403,2018-02-01,13.48,13.48
800403,2018-03-01,132.25,132.25
800403,2018-04-01,132.33,132.33
800403,2018-05-01,182.26,182.26
800403,2018-06-01,45.37,45.37
800404,2014-03-01,110.35,110.35
800404,2014-04-01,140.14,140.14
800404,2014-05-01,230.13,230.13
800404,2014-06-01,157.13,157.13
800404,2014-07-01,155.73,155.73
800404,2014-08-01,240.8,240.8
800404,2014-09-01,189.29,189.29
800404,2014-10-01,301.55,301.55
800404,2014-11-01,399.44,399.44
800404,2014-12-01,512.28,512.28
800404,2015-01-01,52.84,52.84
800404,2015-02-01,7.07,7.07
800404,2015-03-01,1.77,1.77
800404,2015-04-01,95.14,95.14
800404,2015-05-01,192.94,192.94
800404,2015-06-01,102.34,102.34
800404,2015-07-01,193.99,193.99
800404,2015-08-01,307.0,307.0
800404,2015-09-01,311.97,311.97
800404,2015-10-01,288.71,288.71
800404,2015-11-01,386.69,386.69
800404,2015-12-01,229.22,229.22
800404,2016-01-01,94.08,94.08
800404,2016-02-01,70.58,70.58
800404,2016-03-01,0.0,0.0
800404,2016-04-01,18.54,18.54
800404,2016-05-01,228.33,228.33
800404,2016-06-01,203.91,203.91
800404,2016-07-01,276.37,276.37
800404,2016-08-01,179.56,179.56
800404,2016-09-01,219.66,219.66
800404,2016-10-01,292.6,292.6
800404,2016-11-01,325.52,325.52
800404,2016-12-01,806.7,806.7
800404,2017-01-01,987.85,987.85
800404,2017-02-01,92.05,92.05
800404,2017-03-01,97.34,97.34
800404,2017-04-01,248.2,248.2
800404,2017-05-01,212.57,212.57
800404,2017-06-01,270.64,270.64
800404,2017-07-01,128.55,128.55
800404,2017-08-01,278.75,278.75
800404,2017-09-01,287.05,287.05
800404,2017-10-01,128.6,128.6
800404,2017-11-01,783.43,783.43
800404,2017-12-01,342.93,342.93
800404,2018-01-01,346.21,346.21
800404,2018-02-01,25.38,25.38
800404,2018-03-01,157.92,157.92
800404,2018-04-01,160.12,160.12
800404,2018-05-01,207.24,207.24
800404,2018-06-01,53.25,53.25
800405,2014-03-01,35.36,35.36
800405,2014-04-01,117.24,117.24
800405,2014-05-01,211.87,211.87
800405,2014-06-01,170.94,170.94
800405,2014-07-01,138.01,138.01
800405,2014-08-01,314.62,314.62
800405,2014-09-01,231.34,231.34
800405,2014-10-01,334.29,334.29
800405,2014-11-01,375.1,375.1
800405,2014-12-01,385.58,385.58
800405,2015-01-01,51.41,51.41
800405,2015-02-01,8.95,8.95
800405,2015-03-01,0.86,0.86
800405,2015-04-01,64.91,64.91
800405,2015-05-01,206.8,206.8
800405,2015-06-01,133.67,133.67
800405,2015-07-01,209.01,209.01
800405,2015-08-01,282.3,282.3
800405,2015-09-01,353.46,353.46
800405,2015-10-01,259.86,259.86
800405,2015-11-01,303.74,303.74
800405,2015-12-01,197.85,197.85
800405,2016-01-01,81.81,81.81
800405,2016-02-01,52.31,52.31
800405,2016-03-01,0.0,0.0
800405,2016-04-01,17.3,17.3
800405,2016-05-01,248.75,248.75
800405,2016-06-01,197.51,197.51
800405,2016-07-01,335.71,335.71
800405,2016-08-01,180.83,180.83
800405,2016-09-01,231.2,231.2
800405,2016-10-01,298.54,298.54
800405,2016-11-01,260.82,260.82
800405,2016-12-01,571.47,571.47
800405,2017-01-01,699.05,699.05
800405,2017-02-01,99.77,99.77
800405,2017-03-01,94.75,94.75
800405,2017-04-01,170.99,170.99
800405,2017-05-01,261.39,261.39
800405,2017-06-01,213.72,213.72
800405,2017-07-01,123.56,123.56
800405,2017-08-01,266.75,266.75
800405,2017-09-01,299.61,299.61
800405,2017-10-01,144.55,144.55
800405,2017-11-01,622.94,622.94
800405,2017-12-01,285.74,285.74
800405,2018-01-01,298.19,298.19
800405,2018-02-01,12.42,12.42
800405,2018-03-01,109.75,109.75
800405,2018-04-01,187.38,187.38
800405,2018-05-01,207.93,207.93
800405,2018-06-01,62.06,62.06
800406,2014-03-01,23.71,23.71
800406,2014-04-01,83.34,83.34
800406,2014-05-01,216.12,216.12
800406,2014-06-01,174.45,174.45
800406,2014-07-01,119.63,119.63
800406,2014-08-01,204.55,204.55
800406,2014-09-01,196.36,196.36
800406,2014-10-01,291.03,291.03
800406,2014-11-01,395.56,395.56
800406,2014-12-01,562.7,562.7
800406,2015-01-01,40.07,40.07
800406,2015-02-01,5.03,5.03
800406,2015-03-01,2.16,2.16
800406,2015-04-01,66.83,66.83
800406,2015-05-01,166.27,166.27
800406,2015-06-01,120.12,120.12
800406,2015-07-01,192.09,192.09
800406,2015-08-01,231.25,231.25
800406,2015-09-01,277.46,277.46
800406,2015-10-01,294.69,294.69
800406,2015-11-01,306.98,306.98
800406,2015-12-01,186.32,186.32
800406,2016-01-01,60.97,60.97
800406,2016-02-01,57.1,57.1
800406,2016-03-01,0.0,0.0
800406,2016-04-01,12.6,12.6
800406,2016-05-01,220.94,220.94
800406,2016-06-01,185.89,185.89
800406,2016-07-01,299.79,299.79
800406,2016-08-01,167.07,167.07
800406,2016-09-01,213.43,213.43
800406,2016-10-01,307.65,307.65
800406,2016-11-01,244.21,244.21
800406,2016-12-01,600.79,600.79
800406,2017-01-01,674.05,674.05
800406,2017-02-01,71.44,71.44
800406,2017-03-01,75.94,75.94
800406,2017-04-01,135.92,135.92
800406,2017-05-01,240.64,240.64
800406,2017-06-01,161.79,161.79
800406,2017-07-01,126.94,126.94
800406,2017-08-01,234.8,234.8
800406,2017-09-01,300.82,300.82
800406,2017-10-01,123.32,123.32
800406,2017-11-01,552.63,552.63
800406,2017-12-01,262.58,262.58
800406,2018-01-01,195.74,195.74
800406,2018-02-01,7.69,7.69
800406,2018-03-01,85.43,85.43
800406,2018-04-01,150.89,150.89
800406,2018-05-01,196.32,196.32
800406,2018-06-01,72.15,72.15
800407,2014-03-01,35.36,35.36
800407,2014-04-01,117.24,117.24
800407,2014-05-01,211.87,211.87
800407,2014-06-01,170.94,170.94
800407,2014-07-01,138.01,138.01
800407,2014-08-01,314.62,314.62
800407,2014-09-01,231.34,231.34
800407,2014-10-01,334.29,334.29
800407,2014-11-01,375.1,375.1
800407,2014-12-01,385.58,385.58
800407,2015-01-01,51.41,51.41
800407,2015-02-01,8.95,8.95
800407,2015-03-01,0.86,0.86
800407,2015-04-01,64.91,64.91
800407,2015-05-01,206.8,206.8
800407,2015-06-01,133.67,133.67
800407,2015-07-01,209.01,209.01
800407,2015-08-01,282.3,282.3
800407,2015-09-01,353.46,353.46
800407,2015-10-01,259.86,259.86
800407,2015-11-01,303.74,303.74
800407,2015-12-01,197.85,197.85
800407,2016-01-01,81.81,81.81
800407,2016-02-01,52.31,52.31
800407,2016-03-01,0.0,0.0
800407,2016-04-01,17.3,17.3
800407,2016-05-01,248.75,248.75
800407,2016-06-01,197.51,197.51
800407,2016-07-01,335.71,335.71
800407,2016-08-01,180.83,180.83
800407,2016-09-01,231.2,231.2
800407,2016-10-01,298.54,298.54
800407,2016-11-01,260.82,260.82
800407,2016-12-01,571.47,571.47
800407,2017-01-01,699.05,699.05
800407,2017-02-01,99.77,99.77
800407,2017-03-01,94.75,94.75
800407,2017-04-01,170.99,170.99
800407,2017-05-01,261.39,261.39
800407,2017-06-01,213.72,213.72
800407,2017-07-01,123.56,123.56
800407,2017-08-01,266.75,266.75
800407,2017-09-01,299.61,299.61
800407,2017-10-01,144.55,144.55
800407,2017-11-01,622.94,622.94
800407,2017-12-01,285.74,285.74
800407,2018-01-01,298.19,298.19
800407,2018-02-01,12.42,12.42
800407,2018-03-01,109.75,109.75
800407,2018-04-01,187.38,187.38
800407,2018-05-01,207.93,207.93
800407,2018-06-01,62.06,62.06
800409,2014-03-01,23.71,23.71
800409,2014-04-01,83.34,83.34
800409,2014-05-01,216.12,216.12
800409,2014-06-01,174.45,174.45
800409,2014-07-01,119.63,119.63
800409,2014-08-01,204.55,204.55
800409,2014-09-01,196.36,196.36
800409,2014-10-01,291.03,291.03
800409,2014-11-01,395.56,395.56
800409,2014-12-01,562.7,562.7
800409,2015-01-01,40.07,40.07
800409,2015-02-01,5.03,5.03
800409,2015-03-01,2.16,2.16
800409,2015-04-01,66.83,66.83
800409,2015-05-01,166.27,166.27
800409,2015-06-01,120.12,120.12
800409,2015-07-01,192.09,192.09
800409,2015-08-01,231.25,231.25
800409,2015-09-01,277.46,277.46
800409,2015-10-01,294.69,294.69
800409,2015-11-01,306.98,306.98
800409,2015-12-01,186.32,186.32
800409,2016-01-01,60.97,60.97
800409,2016-02-01,57.1,57.1
800409,2016-03-01,0.0,0.0
800409,2016-04-01,12.6,12.6
800409,2016-05-01,220.94,220.94
800409,2016-06-01,185.89,185.89
800409,2016-07-01,299.79,299.79
800409,2016-08-01,167.07,167.07
800409,2016-09-01,213.43,213.43
800409,2016-10-01,307.65,307.65
800409,2016-11-01,244.21,244.21
800409,2016-12-01,600.79,600.79
800409,2017-01-01,674.05,674.05
800409,2017-02-01,71.44,71.44
800409,2017-03-01,75.94,75.94
800409,2017-04-01,135.92,135.92
800409,2017-05-01,240.64,240.64
800409,2017-06-01,161.79,161.79
800409,2017-07-01,126.94,126.94
800409,2017-08-01,234.8,234.8
800409,2017-09-01,300.82,300.82
800409,2017-10-01,123.32,123.32
800409,2017-11-01,552.63,552.63
800409,2017-12-01,262.58,262.58
800409,2018-01-01,195.74,195.74
800409,2018-02-01,7.69,7.69
800409,2018-03-01,85.43,85.43
800409,2018-04-01,150.89,150.89
800409,2018-05-01,196.32,196.32
800409,2018-06-01,72.15,72.15
800410,2014-03-01,110.35,110.35
800410,2014-04-01,140.14,140.14
800410,2014-05-01,230.13,230.13
800410,2014-06-01,157.13,157.13
800410,2014-07-01,155.73,155.73
800410,2014-08-01,240.8,240.8
800410,2014-09-01,189.29,189.29
800410,2014-10-01,301.55,301.55
800410,2014-11-01,399.44,399.44
800410,2014-12-01,512.28,512.28
800410,2015-01-01,52.84,52.84
800410,2015-02-01,7.07,7.07
800410,2015-03-01,1.77,1.77
800410,2015-04-01,95.14,95.14
800410,2015-05-01,192.94,192.94
800410,2015-06-01,102.34,102.34
800410,2015-07-01,193.99,193.99
800410,2015-08-01,307.0,307.0
800410,2015-09-01,311.97,311.97
800410,2015-10-01,288.71,288.71
800410,2015-11-01,386.69,386.69
800410,2015-12-01,229.22,229.22
800410,2016-01-01,94.08,94.08
800410,2016-02-01,70.58,70.58
800410,2016-03-01,0.0,0.0
800410,2016-04-01,18.54,18.54
800410,2016-05-01,228.33,228.33
800410,2016-06-01,203.91,203.91
800410,2016-07-01,276.37,276.37
800410,2016-08-01,179.56,179.56
800410,2016-09-01,219.66,219.66
800410,2016-10-01,292.6,292.6
800410,2016-11-01,325.52,325.52
800410,2016-12-01,806.7,806.7
800410,2017-01-01,987.85,987.85
800410,2017-02-01,92.05,92.05
800410,2017-03-01,97.34,97.34
800410,2017-04-01,248.2,248.2
800410,2017-05-01,212.57,212.57
800410,2017-06-01,270.64,270.64
800410,2017-07-01,128.55,128.55
800410,2017-08-01,278.75,278.75
800410,2017-09-01,287.05,287.05
800410,2017-10-01,128.6,128.6
800410,2017-11-01,783.43,783.43
800410,2017-12-01,342.93,342.93
800410,2018-01-01,346.21,346.21
800410,2018-02-01,25.38,25.38
800410,2018-03-01,157.92,157.92
800410,2018-04-01,160.12,160.12
800410,2018-05-01,207.24,207.24
800410,2018-06-01,53.25,53.25
800415,2014-03-01,15.42,15.42
800415,2014-04-01,105.15,105.15
800415,2014-05-01,213.73,213.73
800415,2014-06-01,134.22,134.22
800415,2014-07-01,105.77,105.77
800415,2014-08-01,227.0,227.0
800415,2014-09-01,183.59,183.59
800415,2014-10-01,331.74,331.74
800415,2014-11-01,383.21,383.21
800415,2014-12-01,470.13,470.13
800415,2015-01-01,42.38,42.38
800415,2015-02-01,3.79,3.79
800415,2015-03-01,2.26,2.26
800415,2015-04-01,72.25,72.25
800415,2015-05-01,185.22,185.22
800415,2015-06-01,106.0,106.0
800415,2015-07-01,166.8,166.8
800415,2015-08-01,240.24,240.24
800415,2015-09-01,260.65,260.65
800415,2015-10-01,284.75,284.75
800415,2015-11-01,393.79,393.79
800415,2015-12-01,246.44,246.44
800415,2016-01-01,75.28,75.28
800415,2016-02-01,64.11,64.11
800415,2016-03-01,0.0,0.0
800415,2016-04-01,21.94,21.94
800415,2016-05-01,234.36,234.36
800415,2016-06-01,154.12,154.12
800415,2016-07-01,243.96,243.96
800415,2016-08-01,134.87,134.87
800415,2016-09-01,158.41,158.41
800415,2016-10-01,291.08,291.08
800415,2016-11-01,307.37,307.37
800415,2016-12-01,902.72,902.72
800415,2017-01-01,900.39,900.39
800415,2017-02-01,80.64,80.64
800415,2017-03-01,103.43,103.43
800415,2017-04-01,214.73,214.73
800415,2017-05-01,225.13,225.13
800415,2017-06-01,155.03,155.03
800415,2017-07-01,113.73,113.73
800415,2017-08-01,282.73,282.73
800415,2017-09-01,404.39,404.39
800415,2017-10-01,136.78,136.78
800415,2017-11-01,725.02,725.02
800415,2017-12-01,410.01,410.01
800415,2018-01-01,338.25,338.25
800415,2018-02-01,10.52,10.52
800415,2018-03-01,148.36,148.36
800415,2018-04-01,165.41,165.41
800415,2018-05-01,183.24,183.24
800415,2018-06-01,62.44,62.44
800416,2014-03-01,45.57,45.57
800416,2014-04-01,139.91,139.91
800416,2014-05-01,222.8,222.8
800416,2014-06-01,136.25,136.25
800416,2014-07-01,118.75,118.75
800416,2014-08-01,220.2,220.2
800416,2014-09-01,173.25,173.25
800416,2014-10-01,341.74,341.74
800416,2014-11-01,403.38,403.38
800416,2014-12-01,433.9,433.9
800416,2015-01-01,50.13,50.13
800416,2015-02-01,7.74,7.74
800416,2015-03-01,1.63,1.63
800416,2015-04-01,96.91,96.91
800416,2015-05-01,177.9,177.9
800416,2015-06-01,109.3,109.3
800416,2015-07-01,184.22,184.22
800416,2015-08-01,334.0,334.0
800416,2015-09-01,270.53,270.53
800416,2015-10-01,249.32,249.32
800416,2015-11-01,385.38,385.38
800416,2015-12-01,162.3,162.3
800416,2016-01-01,86.21,86.21
800416,2016-02-01,69.54,69.54
800416,2016-03-01,0.0,0.0
800416,2016-04-01,15.1,15.1
800416,2016-05-01,203.59,203.59
800416,2016-06-01,186.61,186.61
800416,2016-07-01,274.83,274.83
800416,2016-08-01,151.69,151.69
800416,2016-09-01,191.2,191.2
800416,2016-10-01,312.81,312.81
800416,2016-11-01,316.79,316.79
800416,2016-12-01,729.87,729.87
800416,2017-01-01,919.71,919.71
800416,2017-02-01,198.51,198.51
800416,2017-03-01,108.69,108.69
800416,2017-04-01,200.07,200.07
800416,2017-05-01,219.78,219.78
800416,2017-06-01,258.58,258.58
800416,2017-07-01,115.46,115.46
800416,2017-08-01,313.53,313.53
800416,2017-09-01,303.46,303.46
800416,2017-10-01,129.7,129.7
800416,2017-11-01,790.95,790.95
800416,2017-12-01,339.97,339.97
800416,2018-01-01,420.22,420.22
800416,2018-02-01,18.87,18.87
800416,2018-03-01,132.69,132.69
800416,2018-04-01,129.32,129.32
800416,2018-05-01,222.77,222.77
800416,2018-06-01,48.48,48.48
800501,2014-03-01,13.9,13.9
800501,2014-04-01,79.23,79.23
800501,2014-05-01,242.59,242.59
800501,2014-06-01,212.44,212.44
800501,2014-07-01,93.97,93.97
800501,2014-08-01,178.91,178.91
800501,2014-09-01,157.27,157.27
800501,2014-10-01,313.08,313.08
800501,2014-11-01,403.9,403.9
800501,2014-12-01,507.53,507.53
800501,2015-01-01,46.12,46.12
800501,2015-02-01,2.35,2.35
800501,2015-03-01,1.03,1.03
800501,2015-04-01,72.86,72.86
800501,2015-05-01,145.64,145.64
800501,2015-06-01,77.97,77.97
800501,2015-07-01,139.22,139.22
800501,2015-08-01,218.44,218.44
800501,2015-09-01,219.33,219.33
800501,2015-10-01,265.92,265.92
800501,2015-11-01,429.49,429.49
800501,2015-12-01,261.57,261.57
800501,2016-01-01,100.42,100.42
800501,2016-02-01,63.01,63.01
800501,2016-03-01,0.0,0.0
800501,2016-04-01,0.8,0.8
800501,2016-05-01,140.7,140.7
800501,2016-06-01,156.67,156.67
800501,2016-07-01,223.01,223.01
800501,2016-08-01,103.09,103.09
800501,2016-09-01,128.35,128.35
800501,2016-10-01,265.22,265.22
800501,2016-11-01,291.55,291.55
800501,2016-12-01,958.09,958.09
800501,2017-01-01,983.8,983.8
800501,2017-02-01,91.92,91.92
800501,2017-03-01,99.64,99.64
800501,2017-04-01,197.43,197.43
800501,2017-05-01,175.01,175.01
800501,2017-06-01,180.89,180.89
800501,2017-07-01,105.95,105.95
800501,2017-08-01,226.25,226.25
800501,2017-09-01,303.7,303.7
800501,2017-10-01,124.67,124.67
800501,2017-11-01,805.28,805.28
800501,2017-12-01,429.71,429.71
800501,2018-01-01,294.51,294.51
800501,2018-02-01,8.84,8.84
800501,2018-03-01,88.6,88.6
800501,2018-04-01,147.34,147.34
800501,2018-05-01,169.08,169.08
800501,2018-06-01,54.13,54.13
800502,2014-03-01,12.92,12.92
800502,2014-04-01,109.07,109.07
800502,2014-05-01,251.41,251.41
800502,2014-06-01,137.7,137.7
800502,2014-07-01,110.27,110.27
800502,2014-08-01,179.48,179.48
800502,2014-09-01,156.45,156.45
800502,2014-10-01,290.07,290.07
800502,2014-11-01,383.21,383.21
800502,2014-12-01,507.96,507.96
800502,2015-01-01,43.12,43.12
800502,2015-02-01,3.15,3.15
800502,2015-03-01,1.04,1.04
800502,2015-04-01,72.71,72.71
800502,2015-05-01,176.37,176.37
800502,2015-06-01,92.36,92.36
800502,2015-07-01,152.21,152.21
800502,2015-08-01,205.97,205.97
800502,2015-09-01,238.2,238.2
800502,2015-10-01,302.57,302.57
800502,2015-11-01,405.83,405.83
800502,2015-12-01,206.84,206.84
800502,2016-01-01,76.17,76.17
800502,2016-02-01,64.68,64.68
800502,2016-03-01,0.0,0.0
800502,2016-04-01,7.11,7.11
800502,2016-05-01,159.39,159.39
800502,2016-06-01,147.16,147.16
800502,2016-07-01,252.64,252.64
800502,2016-08-01,115.39,115.39
800502,2016-09-01,163.79,163.79
800502,2016-10-01,284.92,284.92
800502,2016-11-01,300.11,300.11
800502,2016-12-01,858.82,858.82
800502,2017-01-01,879.89,879.89
800502,2017-02-01,82.42,82.42
800502,2017-03-01,89.42,89.42
800502,2017-04-01,178.06,178.06
800502,2017-05-01,193.62,193.62
800502,2017-06-01,199.35,199.35
800502,2017-07-01,117.64,117.64
800502,2017-08-01,210.84,210.84
800502,2017-09-01,278.04,278.04
800502,2017-10-01,120.77,120.77
800502,2017-11-01,685.46,685.46
800502,2017-12-01,415.66,415.66
800502,2018-01-01,265.96,265.96
800502,2018-02-01,7.55,7.55
800502,2018-03-01,94.42,94.42
800502,2018-04-01,175.04,175.04
800502,2018-05-01,190.16,190.16
800502,2018-06-01,69.84,69.84
800503,2014-03-01,21.31,21.31
800503,2014-04-01,196.42,196.42
800503,2014-05-01,456.31,456.31
800503,2014-06-01,274.87,274.87
800503,2014-07-01,210.16,210.16
800503,2014-08-01,327.03,327.03
800503,2014-09-01,298.51,298.51
800503,2014-10-01,567.66,567.66
800503,2014-11-01,786.16,786.16
800503,2014-12-01,1016.42,1016.42
800503,2015-01-01,94.38,94.38
800503,2015-02-01,20.9,20.9
800503,2015-03-01,1.82,1.82
800503,2015-04-01,143.58,143.58
800503,2015-05-01,325.33,325.33
800503,2015-06-01,168.69,168.69
800503,2015-07-01,280.49,280.49
800503,2015-08-01,396.41,396.41
800503,2015-09-01,431.12,431.12
800503,2015-10-01,592.67,592.67
800503,2015-11-01,838.53,838.53
800503,2015-12-01,459.82,459.82
800503,2016-01-01,158.45,158.45
800503,2016-02-01,129.92,129.92
800503,2016-03-01,0.0,0.0
800503,2016-04-01,9.6,9.6
800503,2016-05-01,282.87,282.87
800503,2016-06-01,299.73,299.73
800503,2016-07-01,483.29,483.29
800503,2016-08-01,206.24,206.24
800503,2016-09-01,284.52,284.52
800503,2016-10-01,542.83,542.83
800503,2016-11-01,567.58,567.58
800503,2016-12-01,1798.81,1798.81
800503,2017-01-01,1850.73,1850.73
800503,2017-02-01,163.15,163.15
800503,2017-03-01,170.87,170.87
800503,2017-04-01,339.25,339.25
800503,2017-05-01,353.17,353.17
800503,2017-06-01,321.37,321.37
800503,2017-07-01,216.66,216.66
800503,2017-08-01,356.4,356.4
800503,2017-09-01,519.6,519.6
800503,2017-10-01,225.93,225.93
800503,2017-11-01,1460.29,1460.29
800503,2017-12-01,831.68,831.68
800503,2018-01-01,552.08,552.08
800503,2018-02-01,15.03,15.03
800503,2018-03-01,181.35,181.35
800503,2018-04-01,333.4,333.4
800503,2018-05-01,350.89,350.89
800503,2018-06-01,128.79,128.79
800504,2014-03-01,9.18,9.18
800504,2014-04-01,52.73,52.73
800504,2014-05-01,185.75,185.75
800504,2014-06-01,174.26,174.26
800504,2014-07-01,89.23,89.23
800504,2014-08-01,149.46,149.46
800504,2014-09-01,167.97,167.97
800504,2014-10-01,320.62,320.62
800504,2014-11-01,442.81,442.81
800504,2014-12-01,519.1,519.1
800504,2015-01-01,68.58,68.58
800504,2015-02-01,3.36,3.36
800504,2015-03-01,0.58,0.58
800504,2015-04-01,74.43,74.43
800504,2015-05-01,121.0,121.0
800504,2015-06-01,77.4,77.4
800504,2015-07-01,127.12,127.12
800504,2015-08-01,189.63,189.63
800504,2015-09-01,224.51,224.51
800504,2015-10-01,276.45,276.45
800504,2015-11-01,451.64,451.64
800504,2015-12-01,259.34,259.34
800504,2016-01-01,107.62,107.62
800504,2016-02-01,73.39,73.39
800504,2016-03-01,0.0,0.0
800504,2016-04-01,1.19,1.19
800504,2016-05-01,122.0,122.0
800504,2016-06-01,150.68,150.68
800504,2016-07-01,256.03,256.03
800504,2016-08-01,93.43,93.43
800504,2016-09-01,121.63,121.63
800504,2016-10-01,261.72,261.72
800504,2016-11-01,298.21,298.21
800504,2016-12-01,962.76,962.76
800504,2017-01-01,1023.56,1023.56
800504,2017-02-01,74.82,74.82
800504,2017-03-01,82.17,82.17
800504,2017-04-01,156.79,156.79
800504,2017-05-01,155.11,155.11
800504,2017-06-01,218.48,218.48
800504,2017-07-01,107.44,107.44
800504,2017-08-01,162.29,162.29
800504,2017-09-01,204.23,204.23
800504,2017-10-01,104.77,104.77
800504,2017-11-01,821.9,821.9
800504,2017-12-01,382.83,382.83
800504,2018-01-01,243.83,243.83
800504,2018-02-01,9.87,9.87
800504,2018-03-01,61.04,61.04
800504,2018-04-01,135.28,135.28
800504,2018-05-01,158.64,158.64
800504,2018-06-01,55.3,55.3
800505,2014-03-01,15.42,15.42
800505,2014-04-01,105.15,105.15
800505,2014-05-01,213.73,213.73
800505,2014-06-01,134.22,134.22
800505,2014-07-01,105.77,105.77
800505,2014-08-01,227.0,227.0
800505,2014-09-01,183.59,183.59
800505,2014-10-01,331.74,331.74
800505,2014-11-01,383.21,383.21
800505,2014-12-01,470.13,470.13
800505,2015-01-01,42.38,42.38
800505,2015-02-01,3.79,3.79
800505,2015-03-01,2.26,2.26
800505,2015-04-01,72.25,72.25
800505,2015-05-01,185.22,185.22
800505,2015-06-01,106.0,106.0
800505,2015-07-01,166.8,166.8
800505,2015-08-01,240.24,240.24
800505,2015-09-01,260.65,260.65
800505,2015-10-01,284.75,284.75
800505,2015-11-01,393.79,393.79
800505,2015-12-01,246.44,246.44
800505,2016-01-01,75.28,75.28
800505,2016-02-01,64.11,64.11
800505,2016-03-01,0.0,0.0
800505,2016-04-01,21.94,21.94
800505,2016-05-01,234.36,234.36
800505,2016-06-01,154.12,154.12
800505,2016-07-01,243.96,243.96
800505,2016-08-01,134.87,134.87
800505,2016-09-01,158.41,158.41
800505,2016-10-01,291.08,291.08
800505,2016-11-01,307.37,307.37
800505,2016-12-01,902.72,902.72
800505,2017-01-01,900.39,900.39
800505,2017-02-01,80.64,80.64
800505,2017-03-01,103.43,103.43
800505,2017-04-01,214.73,214.73
800505,2017-05-01,225.13,225.13
800505,2017-06-01,155.03,155.03
800505,2017-07-01,113.73,113.73
800505,2017-08-01,282.73,282.73
800505,2017-09-01,404.39,404.39
800505,2017-10-01,136.78,136.78
800505,2017-11-01,725.02,725.02
800505,2017-12-01,410.01,410.01
800505,2018-01-01,338.25,338.25
800505,2018-02-01,10.52,10.52
800505,2018-03-01,148.36,148.36
800505,2018-04-01,165.41,165.41
800505,2018-05-01,183.24,183.24
800505,2018-06-01,62.44,62.44
800601,2014-03-01,9.92,9.92
800601,2014-04-01,35.6,35.6
800601,2014-05-01,170.59,170.59
800601,2014-06-01,149.66,149.66
800601,2014-07-01,79.67,79.67
800601,2014-08-01,177.66,177.66
800601,2014-09-01,136.67,136.67
800601,2014-10-01,307.64,307.64
800601,2014-11-01,407.31,407.31
800601,2014-12-01,541.48,541.48
800601,2015-01-01,51.59,51.59
800601,2015-02-01,10.76,10.76
800601,2015-03-01,1.05,1.05
800601,2015-04-01,108.15,108.15
800601,2015-05-01,113.76,113.76
800601,2015-06-01,84.12,84.12
800601,2015-07-01,103.08,103.08
800601,2015-08-01,211.35,211.35
800601,2015-09-01,160.04,160.04
800601,2015-10-01,258.08,258.08
800601,2015-11-01,515.2,515.2
800601,2015-12-01,308.23,308.23
800601,2016-01-01,100.16,100.16
800601,2016-02-01,51.26,51.26
800601,2016-03-01,0.0,0.0
800601,2016-04-01,11.39,11.39
800601,2016-05-01,101.42,101.42
800601,2016-06-01,134.25,134.25
800601,2016-07-01,191.43,191.43
800601,2016-08-01,97.65,97.65
800601,2016-09-01,139.11,139.11
800601,2016-10-01,254.73,254.73
800601,2016-11-01,328.77,328.77
800601,2016-12-01,1094.76,1094.76
800601,2017-01-01,1073.72,1073.72
800601,2017-02-01,53.2,53.2
800601,2017-03-01,97.13,97.13
800601,2017-04-01,192.86,192.86
800601,2017-05-01,151.78,151.78
800601,2017-06-01,142.49,142.49
800601,2017-07-01,91.34,91.34
800601,2017-08-01,151.98,151.98
800601,2017-09-01,210.83,210.83
800601,2017-10-01,128.01,128.01
800601,2017-11-01,1061.69,1061.69
800601,2017-12-01,422.1,422.1
800601,2018-01-01,228.17,228.17
800601,2018-02-01,20.06,20.06
800601,2018-03-01,44.2,44.2
800601,2018-04-01,79.04,79.04
800601,2018-05-01,143.11,143.11
800601,2018-06-01,31.0,31.0
800603,2014-03-01,9.92,9.92
800603,2014-04-01,35.6,35.6
800603,2014-05-01,170.59,170.59
800603,2014-06-01,149.66,149.66
800603,2014-07-01,79.67,79.67
800603,2014-08-01,177.66,177.66
800603,2014-09-01,136.67,136.67
800603,2014-10-01,307.64,307.64
800603,2014-11-01,407.31,407.31
800603,2014-12-01,541.48,541.48
800603,2015-01-01,51.59,51.59
800603,2015-02-01,10.76,10.76
800603,2015-03-01,1.05,1.05
800603,2015-04-01,108.15,108.15
800603,2015-05-01,113.76,113.76
800603,2015-06-01,84.12,84.12
800603,2015-07-01,103.08,103.08
800603,2015-08-01,211.35,211.35
800603,2015-09-01,160.04,160.04
800603,2015-10-01,258.08,258.08
800603,2015-11-01,515.2,515.2
800603,2015-12-01,308.23,308.23
800603,2016-01-01,100.16,100.16
800603,2016-02-01,51.26,51.26
800603,2016-03-01,0.0,0.0
800603,2016-04-01,11.39,11.39
800603,2016-05-01,101.42,101.42
